ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,StandardCost,ListPrice,DealerPrice,Color,SafetyStockLevel,ReorderPoint,Size,SizeRange,Weight,DaysToManufacture,ProductLine,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status
299,FR-M94B-44,12,LB ,CM ,"HL Mountain Frame - Black, 44",699.0928,1349.6,809.76,Black,500,375,44,42-46 CM,2.76,1,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,00:00.0,NULL
300,FR-M94B-48,12,LB ,CM ,"HL Mountain Frame - Black, 48",699.0928,1349.6,809.76,Black,500,375,48,48-52 CM,2.8,1,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,00:00.0,NULL
301,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",617.0281,1191.1739,714.7043,Black,500,375,46,42-46 CM,2.84,1,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,00:00.0,NULL
302,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",653.6971,1226.9091,736.1455,Black,500,375,46,42-46 CM,2.84,1,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,00:00.0,NULL
303,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",739.041,1349.6,809.76,Black,500,375,46,42-46 CM,2.84,1,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,NULL,Current
304,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",617.0281,1191.1739,714.7043,Black,500,375,38,38-40 CM,2.68,2,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,00:00.0,NULL
305,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",653.6971,1226.9091,736.1455,Black,500,375,38,38-40 CM,2.68,2,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,00:00.0,NULL
306,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",739.041,1349.6,809.76,Black,500,375,38,38-40 CM,2.68,2,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,NULL,Current
307,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",623.8403,1204.3248,722.5949,Silver,500,375,38,38-40 CM,2.68,2,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,00:00.0,NULL
308,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",660.9142,1240.4545,744.2727,Silver,500,375,38,38-40 CM,2.68,2,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,00:00.0,NULL
309,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",747.2002,1364.5,818.7,Silver,500,375,38,38-40 CM,2.68,2,M ,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,00:00.0,NULL,Current
310,BK-R93R-62,2,LB ,CM ,"Road-150 Red, 62",2171.2942,3578.27,2146.962,Red,100,75,62,60-62 CM,15,4,R ,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",00:00.0,00:00.0,NULL
311,BK-R93R-44,2,LB ,CM ,"Road-150 Red, 44",2171.2942,3578.27,2146.962,Red,100,75,44,42-46 CM,13.77,4,R ,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",00:00.0,00:00.0,NULL
312,BK-R93R-48,2,LB ,CM ,"Road-150 Red, 48",2171.2942,3578.27,2146.962,Red,100,75,48,48-52 CM,14.13,4,R ,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",00:00.0,00:00.0,NULL
313,BK-R93R-52,2,LB ,CM ,"Road-150 Red, 52",2171.2942,3578.27,2146.962,Red,100,75,52,48-52 CM,14.42,4,R ,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",00:00.0,00:00.0,NULL
314,BK-R93R-56,2,LB ,CM ,"Road-150 Red, 56",2171.2942,3578.27,2146.962,Red,100,75,56,54-58 CM,14.68,4,R ,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",00:00.0,00:00.0,NULL
315,BK-R68R-58,2,LB ,CM ,"Road-450 Red, 58",884.7083,1457.99,874.794,Red,100,75,58,54-58 CM,17.79,4,R ,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",00:00.0,00:00.0,NULL
316,BK-R68R-60,2,LB ,CM ,"Road-450 Red, 60",884.7083,1457.99,874.794,Red,100,75,60,60-62 CM,17.9,4,R ,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",00:00.0,00:00.0,NULL
317,BK-R68R-44,2,LB ,CM ,"Road-450 Red, 44",884.7083,1457.99,874.794,Red,100,75,44,42-46 CM,16.77,4,R ,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",00:00.0,00:00.0,NULL
318,BK-R68R-48,2,LB ,CM ,"Road-450 Red, 48",884.7083,1457.99,874.794,Red,100,75,48,48-52 CM,17.13,4,R ,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",00:00.0,00:00.0,NULL
319,BK-R68R-52,2,LB ,CM ,"Road-450 Red, 52",884.7083,1457.99,874.794,Red,100,75,52,48-52 CM,17.42,4,R ,M ,U ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",00:00.0,00:00.0,NULL
320,BK-R50R-58,2,LB ,CM ,"Road-650 Red, 58",413.1463,699.0982,419.4589,Red,100,75,58,54-58 CM,19.79,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
321,BK-R50R-58,2,LB ,CM ,"Road-650 Red, 58",486.7066,782.99,469.794,Red,100,75,58,54-58 CM,19.79,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
322,BK-R50R-60,2,LB ,CM ,"Road-650 Red, 60",413.1463,699.0982,419.4589,Red,100,75,60,60-62 CM,19.9,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
323,BK-R50R-60,2,LB ,CM ,"Road-650 Red, 60",486.7066,782.99,469.794,Red,100,75,60,60-62 CM,19.9,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
324,BK-R50R-62,2,LB ,CM ,"Road-650 Red, 62",413.1463,699.0982,419.4589,Red,100,75,62,60-62 CM,20,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
325,BK-R50R-62,2,LB ,CM ,"Road-650 Red, 62",486.7066,782.99,469.794,Red,100,75,62,60-62 CM,20,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
326,BK-R50R-44,2,LB ,CM ,"Road-650 Red, 44",413.1463,699.0982,419.4589,Red,100,75,44,42-46 CM,18.77,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
327,BK-R50R-44,2,LB ,CM ,"Road-650 Red, 44",486.7066,782.99,469.794,Red,100,75,44,42-46 CM,18.77,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
328,BK-R50R-48,2,LB ,CM ,"Road-650 Red, 48",413.1463,699.0982,419.4589,Red,100,75,48,48-52 CM,19.13,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
329,BK-R50R-48,2,LB ,CM ,"Road-650 Red, 48",486.7066,782.99,469.794,Red,100,75,48,48-52 CM,19.13,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
330,BK-R50R-52,2,LB ,CM ,"Road-650 Red, 52",413.1463,699.0982,419.4589,Red,100,75,52,48-52 CM,19.42,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
331,BK-R50R-52,2,LB ,CM ,"Road-650 Red, 52",486.7066,782.99,469.794,Red,100,75,52,48-52 CM,19.42,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
332,BK-R50B-58,2,LB ,CM ,"Road-650 Black, 58",413.1463,699.0982,419.4589,Black,100,75,58,54-58 CM,19.79,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
333,BK-R50B-58,2,LB ,CM ,"Road-650 Black, 58",486.7066,782.99,469.794,Black,100,75,58,54-58 CM,19.79,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
334,BK-R50B-60,2,LB ,CM ,"Road-650 Black, 60",413.1463,699.0982,419.4589,Black,100,75,60,60-62 CM,19.9,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
335,BK-R50B-60,2,LB ,CM ,"Road-650 Black, 60",486.7066,782.99,469.794,Black,100,75,60,60-62 CM,19.9,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
336,BK-R50B-62,2,LB ,CM ,"Road-650 Black, 62",413.1463,699.0982,419.4589,Black,100,75,62,60-62 CM,20,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
337,BK-R50B-62,2,LB ,CM ,"Road-650 Black, 62",486.7066,782.99,469.794,Black,100,75,62,60-62 CM,20,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
338,BK-R50B-44,2,LB ,CM ,"Road-650 Black, 44",413.1463,699.0982,419.4589,Black,100,75,44,42-46 CM,18.77,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
339,BK-R50B-44,2,LB ,CM ,"Road-650 Black, 44",486.7066,782.99,469.794,Black,100,75,44,42-46 CM,18.77,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
340,BK-R50B-48,2,LB ,CM ,"Road-650 Black, 48",413.1463,699.0982,419.4589,Black,100,75,48,48-52 CM,19.13,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
341,BK-R50B-48,2,LB ,CM ,"Road-650 Black, 48",486.7066,782.99,469.794,Black,100,75,48,48-52 CM,19.13,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
342,BK-R50B-52,2,LB ,CM ,"Road-650 Black, 52",413.1463,699.0982,419.4589,Black,100,75,52,48-52 CM,19.42,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
343,BK-R50B-52,2,LB ,CM ,"Road-650 Black, 52",486.7066,782.99,469.794,Black,100,75,52,48-52 CM,19.42,4,R ,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",00:00.0,00:00.0,NULL
344,BK-M82S-38,1,LB ,CM ,"Mountain-100 Silver, 38",1912.1544,3399.99,2039.994,Silver,100,75,38,38-40 CM,20.35,4,M ,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",00:00.0,00:00.0,NULL
345,BK-M82S-42,1,LB ,CM ,"Mountain-100 Silver, 42",1912.1544,3399.99,2039.994,Silver,100,75,42,42-46 CM,20.77,4,M ,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",00:00.0,00:00.0,NULL
346,BK-M82S-44,1,LB ,CM ,"Mountain-100 Silver, 44",1912.1544,3399.99,2039.994,Silver,100,75,44,42-46 CM,21.13,4,M ,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",00:00.0,00:00.0,NULL
347,BK-M82S-48,1,LB ,CM ,"Mountain-100 Silver, 48",1912.1544,3399.99,2039.994,Silver,100,75,48,48-52 CM,21.42,4,M ,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",00:00.0,00:00.0,NULL
348,BK-M82B-38,1,LB ,CM ,"Mountain-100 Black, 38",1898.0944,3374.99,2024.994,Black,100,75,38,38-40 CM,20.35,4,M ,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",00:00.0,00:00.0,NULL
349,BK-M82B-42,1,LB ,CM ,"Mountain-100 Black, 42",1898.0944,3374.99,2024.994,Black,100,75,42,42-46 CM,20.77,4,M ,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",00:00.0,00:00.0,NULL
350,BK-M82B-44,1,LB ,CM ,"Mountain-100 Black, 44",1898.0944,3374.99,2024.994,Black,100,75,44,42-46 CM,21.13,4,M ,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",00:00.0,00:00.0,NULL
351,BK-M82B-48,1,LB ,CM ,"Mountain-100 Black, 48",1898.0944,3374.99,2024.994,Black,100,75,48,48-52 CM,21.42,4,M ,H ,U ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",00:00.0,00:00.0,NULL
352,BK-M68S-38,1,LB ,CM ,"Mountain-200 Silver, 38",1117.8559,2071.4196,1242.8518,Silver,100,75,38,38-40 CM,23.35,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,00:00.0,NULL
353,BK-M68S-38,1,LB ,CM ,"Mountain-200 Silver, 38",1265.6195,2319.99,1391.994,Silver,100,75,38,38-40 CM,23.35,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,NULL,Current
354,BK-M68S-42,1,LB ,CM ,"Mountain-200 Silver, 42",1117.8559,2071.4196,1242.8518,Silver,100,75,42,42-46 CM,23.77,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,00:00.0,NULL
355,BK-M68S-42,1,LB ,CM ,"Mountain-200 Silver, 42",1265.6195,2319.99,1391.994,Silver,100,75,42,42-46 CM,23.77,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,NULL,Current
356,BK-M68S-46,1,LB ,CM ,"Mountain-200 Silver, 46",1117.8559,2071.4196,1242.8518,Silver,100,75,46,42-46 CM,24.13,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,00:00.0,NULL
357,BK-M68S-46,1,LB ,CM ,"Mountain-200 Silver, 46",1265.6195,2319.99,1391.994,Silver,100,75,46,42-46 CM,24.13,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,NULL,Current
358,BK-M68B-38,1,LB ,CM ,"Mountain-200 Black, 38",1105.81,2049.0982,1229.4589,Black,100,75,38,38-40 CM,23.35,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,00:00.0,NULL
359,BK-M68B-38,1,LB ,CM ,"Mountain-200 Black, 38",1251.9813,2294.99,1376.994,Black,100,75,38,38-40 CM,23.35,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,NULL,Current
360,BK-M68B-42,1,LB ,CM ,"Mountain-200 Black, 42",1105.81,2049.0982,1229.4589,Black,100,75,42,42-46 CM,23.77,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,00:00.0,NULL
361,BK-M68B-42,1,LB ,CM ,"Mountain-200 Black, 42",1251.9813,2294.99,1376.994,Black,100,75,42,42-46 CM,23.77,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,NULL,Current
362,BK-M68B-46,1,LB ,CM ,"Mountain-200 Black, 46",1105.81,2049.0982,1229.4589,Black,100,75,46,42-46 CM,24.13,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,00:00.0,NULL
363,BK-M68B-46,1,LB ,CM ,"Mountain-200 Black, 46",1251.9813,2294.99,1376.994,Black,100,75,46,42-46 CM,24.13,4,M ,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,00:00.0,NULL,Current
364,BK-M47B-38,1,LB ,CM ,"Mountain-300 Black, 38",598.4354,1079.99,647.994,Black,100,75,38,38-40 CM,25.35,4,M ,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,00:00.0,00:00.0,NULL
365,BK-M47B-40,1,LB ,CM ,"Mountain-300 Black, 40",598.4354,1079.99,647.994,Black,100,75,40,38-40 CM,25.77,4,M ,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,00:00.0,00:00.0,NULL
366,BK-M47B-44,1,LB ,CM ,"Mountain-300 Black, 44",598.4354,1079.99,647.994,Black,100,75,44,42-46 CM,26.13,4,M ,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,00:00.0,00:00.0,NULL
367,BK-M47B-48,1,LB ,CM ,"Mountain-300 Black, 48",598.4354,1079.99,647.994,Black,100,75,48,48-52 CM,26.42,4,M ,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,00:00.0,00:00.0,NULL
368,BK-R89R-44,2,LB ,CM ,"Road-250 Red, 44",1518.7864,2443.35,1466.01,Red,100,75,44,42-46 CM,14.77,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,00:00.0,NULL
369,BK-R89R-48,2,LB ,CM ,"Road-250 Red, 48",1518.7864,2443.35,1466.01,Red,100,75,48,48-52 CM,15.13,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,00:00.0,NULL
370,BK-R89R-52,2,LB ,CM ,"Road-250 Red, 52",1518.7864,2443.35,1466.01,Red,100,75,52,48-52 CM,15.42,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,00:00.0,NULL
371,BK-R89R-58,2,LB ,CM ,"Road-250 Red, 58",1320.6838,2181.5625,1308.9375,Red,100,75,58,54-58 CM,15.79,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,00:00.0,NULL
372,BK-R89R-58,2,LB ,CM ,"Road-250 Red, 58",1554.9479,2443.35,1466.01,Red,100,75,58,54-58 CM,15.79,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,NULL,Current
373,BK-R89B-44,2,LB ,CM ,"Road-250 Black, 44",1320.6838,2181.5625,1308.9375,Black,100,75,44,42-46 CM,14.77,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,00:00.0,NULL
374,BK-R89B-44,2,LB ,CM ,"Road-250 Black, 44",1554.9479,2443.35,1466.01,Black,100,75,44,42-46 CM,14.77,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,NULL,Current
375,BK-R89B-48,2,LB ,CM ,"Road-250 Black, 48",1320.6838,2181.5625,1308.9375,Black,100,75,48,48-52 CM,15.13,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,00:00.0,NULL
376,BK-R89B-48,2,LB ,CM ,"Road-250 Black, 48",1554.9479,2443.35,1466.01,Black,100,75,48,48-52 CM,15.13,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,NULL,Current
377,BK-R89B-52,2,LB ,CM ,"Road-250 Black, 52",1320.6838,2181.5625,1308.9375,Black,100,75,52,48-52 CM,15.42,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,00:00.0,NULL
378,BK-R89B-52,2,LB ,CM ,"Road-250 Black, 52",1554.9479,2443.35,1466.01,Black,100,75,52,48-52 CM,15.42,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,NULL,Current
379,BK-R89B-58,2,LB ,CM ,"Road-250 Black, 58",1320.6838,2181.5625,1308.9375,Black,100,75,58,54-58 CM,15.68,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,00:00.0,NULL
380,BK-R89B-58,2,LB ,CM ,"Road-250 Black, 58",1554.9479,2443.35,1466.01,Black,100,75,58,54-58 CM,15.68,4,R ,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",00:00.0,NULL,Current
381,BK-R64Y-38,2,LB ,CM ,"Road-550-W Yellow, 38",605.6492,1000.4375,600.2625,Yellow,100,75,38,38-40 CM,17.35,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,00:00.0,NULL
382,BK-R64Y-38,2,LB ,CM ,"Road-550-W Yellow, 38",713.0798,1120.49,672.294,Yellow,100,75,38,38-40 CM,17.35,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,NULL,Current
383,BK-R64Y-40,2,LB ,CM ,"Road-550-W Yellow, 40",605.6492,1000.4375,600.2625,Yellow,100,75,40,38-40 CM,17.77,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,00:00.0,NULL
384,BK-R64Y-40,2,LB ,CM ,"Road-550-W Yellow, 40",713.0798,1120.49,672.294,Yellow,100,75,40,38-40 CM,17.77,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,NULL,Current
385,BK-R64Y-42,2,LB ,CM ,"Road-550-W Yellow, 42",605.6492,1000.4375,600.2625,Yellow,100,75,42,42-46 CM,18.13,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,00:00.0,NULL
386,BK-R64Y-42,2,LB ,CM ,"Road-550-W Yellow, 42",713.0798,1120.49,672.294,Yellow,100,75,42,42-46 CM,18.13,4,R ,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",00:00.0,NULL,Current
